realistic,investigative,artistic,social,enterprising,conventional,extraversion,agreeableness,conscientiousness,emotional_stability,openness,major
2.5,2.0,4.75,3.75,2.125,3.375,-4,6,2,3,4,missions
2.5,3.375,2.375,3.75,3.0,3.25,-2,5,5,1,0,chemistry
2.0,3.25,4.125,4.375,3.625,2.625,0,1,6,-3,4,marketing
1.25,1.5,1.0,2.875,2.0,3.25,3,6,5,6,1,business administration
1.0,4.25,3.0,2.5,1.375,1.375,-1,5,-3,-4,1,journalism
1.75,4.0,3.0,2.5,1.625,1.5,-1,1,-4,0,6,electrical engineering
1.625,1.25,3.875,4.5,3.5,2.125,3,5,-3,2,4,literature
1.375,1.375,4.0,3.625,3.875,2.75,5,1,3,-1,6,design
1.0,2.625,3.125,4.0,3.125,1.0,4,0,1,6,6,english
1.125,1.625,1.5,2.5,3.25,1.875,4,-1,0,0,2,advertising
1.75,3.0,2.25,3.625,1.875,2.625,0,2,3,4,4,teaching
3.0,3.25,2.5,3.125,3.125,3.0,1,2,2,0,1,exercise science
1.875,2.875,2.375,4.125,3.875,3.25,5,2,-2,-1,4,values education
3.75,4.125,2.125,4.375,2.375,3.375,-2,2,5,6,5,law enforcement
2.125,4.25,3.75,3.875,2.5,2.0,-1,6,6,6,4,sociology
1.625,2.125,1.25,4.625,1.75,1.375,-4,4,2,-1,2,social work
1.75,2.75,2.125,2.375,1.25,1.0,0,-4,6,6,6,psychology
2.25,2.0,3.625,4.75,4.25,2.375,5,4,6,6,6,political science
2.75,4.125,3.25,2.875,2.75,2.25,-2,1,5,1,3,business management
2.0,4.5,3.375,4.25,1.75,2.25,6,4,1,6,5,educational psychology
1.75,3.0,4.0,2.125,3.5,2.125,-3,0,2,0,0,finance
1.125,1.75,2.625,2.0,1.25,1.0,-1,3,2,2,4,sociology
1.0,1.0,3.625,4.0,1.875,1.25,-5,6,4,1,1,tesl
4.625,4.5,3.125,3.875,3.5,4.125,-2,0,-3,5,5,criminology
2.125,2.5,4.5,2.625,3.25,2.0,1,2,2,2,6,computer science
1.5,2.75,4.125,2.25,1.875,1.375,0,5,5,1,5,flim
2.5,1.875,3.0,3.75,1.875,1.375,3,6,-1,6,5,counseling
2.0,3.375,1.5,2.25,1.625,1.5,-4,-2,6,6,6,biomedical engineering
1.375,4.75,3.625,3.375,2.375,2.625,6,1,5,4,4,business
1.625,3.75,3.375,1.5,2.375,1.125,1,4,4,5,-1,culinary arts
3.0,1.0,1.25,1.0,1.0,1.0,-3,3,-2,-2,2,machining
1.375,4.625,4.125,3.625,3.125,1.5,2,0,4,-2,5,bio
1.125,3.375,1.125,1.25,1.0,1.0,5,0,3,2,3,animal science
2.125,3.625,4.0,3.5,2.0,1.25,-3,-3,5,3,4,public administration
3.125,1.875,3.0,3.375,3.125,3.125,4,0,1,5,6,ceramic engineering
1.625,3.375,3.75,4.375,2.375,3.375,5,2,3,-2,3,psychology
1.5,4.25,4.875,4.125,2.875,1.25,-6,4,4,-6,5,psychology
1.5,2.125,1.0,2.375,2.125,3.0,-1,0,6,3,3,business management
1.0,1.75,2.25,3.5,4.375,2.25,5,-3,2,-6,-5,marketing
1.125,3.875,1.625,2.25,2.25,2.5,6,2,6,2,2,accounting
1.75,4.0,2.75,2.875,3.125,4.125,1,4,5,-4,2,chemical engineering
1.0,1.75,1.375,3.5,1.625,1.0,1,5,4,6,6,human services
1.125,1.5,1.5,3.125,1.0,2.0,-1,4,6,2,0,psychology
1.375,3.625,4.0,4.875,1.25,1.25,1,5,1,1,4,psychology
2.125,2.25,2.25,5.0,2.25,2.25,5,3,6,-1,5,social work
1.5,4.0,2.625,3.375,2.5,1.5,2,-1,2,-3,4,culinary
2.375,3.25,3.625,3.625,1.0,2.0,-4,5,6,6,4,civil engineering
1.0,2.0,2.625,3.375,2.875,1.375,6,5,5,5,2,marketing
1.25,2.25,2.25,3.625,3.125,1.75,3,3,5,4,2,nursing
1.375,1.375,3.625,2.5,2.125,1.5,1,5,-5,4,2,business
1.5,3.875,3.625,4.125,1.875,2.0,-5,3,-2,-2,3,psychology
1.125,2.0,2.375,4.25,2.875,1.25,6,5,1,-2,4,counseling
2.5,4.125,4.75,4.75,4.25,2.25,2,4,6,-1,6,sociology
3.625,1.5,3.0,2.75,2.75,4.25,4,0,5,1,-1,architecture
2.0,3.5,3.375,4.25,1.875,2.625,-1,3,4,2,6,creative writing
1.75,4.0,3.875,4.25,3.0,1.25,2,6,-4,3,5,psychology
1.5,4.875,3.75,5.0,2.5,4.125,0,5,6,6,6,healthcare management
2.5,3.625,2.0,3.625,2.375,2.375,-3,1,3,0,0,psychology
2.875,3.875,2.625,2.0,1.875,2.75,2,0,-3,-3,-2,pharmacist
2.375,3.125,3.125,3.625,3.0,3.0,-3,1,3,1,0,pharmacy
3.5,3.125,4.5,4.0,3.875,3.0,1,0,-1,-1,3,management
3.0,2.75,2.5,3.25,2.875,3.5,5,2,1,6,5,ceramic engineering
1.75,3.75,3.125,3.875,2.25,1.875,0,2,5,-4,4,communications
2.75,3.0,3.0,2.625,4.375,2.5,-1,3,1,-1,2,engineering
2.0,2.5,2.625,3.125,4.125,4.5,-1,1,2,-3,1,economics
3.875,4.75,5.0,4.625,2.875,3.25,-4,-2,4,-1,5,aviation science
3.0,2.75,3.375,2.0,2.5,2.75,-3,4,-4,4,-2,english
2.0,2.875,3.125,3.5,2.5,1.625,-1,-1,3,5,4,business administration
1.875,3.0,2.5,4.125,3.625,3.375,1,2,4,3,3,chemical engineering
1.125,3.0,3.5,3.75,1.0,1.625,-2,0,4,5,6,psychology
2.625,4.25,2.375,3.25,2.625,3.25,4,-1,6,0,6,dentistry
1.5,1.0,2.5,1.625,3.375,1.25,0,1,5,1,5,hrm
2.75,3.875,3.5,3.5,3.5,2.875,1,-2,-1,-3,0,medical
1.125,1.625,1.875,3.25,1.625,2.125,6,5,4,1,5,international relations
5.0,5.0,5.0,5.0,5.0,5.0,0,-6,-6,-6,-6,poop
1.625,3.625,3.75,3.5,2.375,2.375,6,3,4,3,5,international relations
2.0,3.875,3.875,4.375,2.5,2.375,-1,2,2,4,4,values education
1.0,2.0,1.75,4.375,2.375,1.125,4,5,5,-1,5,social work
1.5,3.75,3.375,4.125,2.125,1.0,0,5,0,6,5,psychology
2.25,4.25,3.0,2.25,4.75,2.875,5,-2,0,-1,1,biology
1.0,3.5,3.75,4.25,2.125,1.25,2,1,3,-2,6,psychology
3.75,2.625,3.5,3.875,2.75,2.875,3,-1,6,4,2,information technology
2.625,2.125,4.25,3.25,2.25,2.0,-2,-1,3,0,4,culinary arts
3.0,2.125,2.75,3.75,3.125,4.125,0,-1,1,-3,0,accounting
2.625,2.375,1.625,3.75,3.375,2.625,-1,5,3,2,3,spanish
2.125,2.125,2.25,3.0,4.25,4.5,0,1,4,0,5,cosmetology
1.25,2.5,1.0,2.5,1.0,1.25,-4,6,2,4,-6,physiotherapist
2.0,2.5,3.375,4.75,3.875,4.0,4,2,6,1,6,christian counseling
2.0,3.75,3.5,3.75,2.625,2.375,0,2,1,-2,5,business
1.375,3.25,1.625,3.75,2.25,2.25,-1,1,3,-4,4,biology
1.25,1.625,1.5,2.875,3.625,3.25,0,3,6,5,4,business
2.25,4.0,1.0,1.375,1.5,2.375,-4,-3,6,3,4,civil engineering
1.375,3.75,3.125,3.375,3.75,1.125,6,-5,5,6,3,business
1.125,2.75,4.125,4.875,2.0,1.375,-5,6,6,2,-2,psychology
1.75,3.625,3.0,3.75,2.0,1.25,-3,5,6,4,3,sociology
1.0,1.875,3.25,3.25,2.875,1.25,-3,3,-2,1,5,psychology
1.125,2.75,2.5,1.75,1.875,1.5,5,1,0,0,3,mba
1.375,2.875,2.75,3.75,1.875,1.625,2,3,3,2,4,child and youth care
1.125,3.375,2.0,3.0,1.5,1.5,-1,3,-5,-3,-1,chemical engineering
4.0,3.375,3.75,4.375,4.375,3.125,-1,4,3,0,2,criminal justice
1.0,2.75,4.75,3.125,3.125,3.125,2,4,5,-1,3,business administration
1.375,2.25,1.875,3.625,2.375,2.125,-6,6,6,2,-2,special education
0.0,0.0,0.0,0.0,0.0,0.0,6,3,3,4,6,hr
2.25,1.0,1.0,1.75,1.375,1.75,3,0,5,2,6,engineering
3.0,4.875,3.375,2.875,1.875,2.875,1,1,4,6,4,information technology
1.25,2.125,1.625,2.0,3.375,4.25,-5,-1,0,-4,1,paralegal studies
3.5,3.5,2.125,2.75,3.375,3.25,0,-2,3,2,1,business
2.0,1.375,1.0,2.75,0.875,2.25,0,0,0,0,0,seaman
3.5,3.5,5.0,5.0,5.0,2.75,5,4,5,1,4,commerce
2.625,3.875,3.375,3.875,2.75,1.5,0,0,1,4,2,neuroscience
1.875,3.5,4.25,4.875,2.75,1.5,4,-3,2,-6,3,adult education
1.875,4.125,4.0,4.0,4.125,2.25,1,-1,-2,-6,3,culinary arts
4.25,3.75,4.75,5.0,4.25,4.125,0,5,2,4,2,civil engineering
1.375,2.0,1.875,1.25,1.25,1.0,-3,-2,-1,1,4,mechanical engineering
2.375,3.0,3.0,3.375,3.125,3.5,-4,0,4,1,4,civil engineering
2.625,1.625,2.375,3.375,2.25,2.875,4,1,2,1,0,spanish
3.375,3.0,2.875,3.0,3.5,2.375,2,6,6,6,6,construction
1.25,1.0,2.25,3.75,1.5,1.0,2,-2,3,0,4,values education
1.0,3.0,2.75,3.75,2.125,1.875,-7,0,0,5,0,english
2.875,3.25,2.5,1.375,3.375,4.375,-6,-5,-4,6,3,mathematics
2.875,3.625,5.0,4.5,2.375,2.625,0,2,1,5,5,values education
1.125,2.75,2.875,3.625,2.5,1.75,2,3,3,5,1,doctoring
2.375,2.375,1.875,4.25,2.25,2.625,-2,4,2,1,1,psychology
4.625,3.875,3.375,4.125,3.25,4.375,-3,3,6,3,3,international relations
1.0,4.125,1.125,1.5,1.0,1.125,-4,4,1,2,3,political science
1.375,1.75,2.375,3.25,1.75,1.125,1,3,3,2,4,values education
3.75,2.375,4.125,4.0,3.0,1.375,6,6,6,1,6,psychology
2.125,2.875,3.125,2.75,2.375,3.375,-6,3,-2,2,3,english
3.5,2.0,1.25,2.625,1.75,1.5,3,1,0,1,-1,liberal arts
2.0,3.375,3.375,4.875,3.5,4.875,0,6,6,2,4,social science
2.5,3.625,2.0,4.125,2.375,3.25,-1,2,0,-3,-1,biology
4.75,2.75,1.625,4.875,3.375,3.75,3,5,2,1,3,liberal studies
2.5,2.875,2.125,3.5,3.125,3.5,5,2,5,-4,3,business
3.125,4.75,3.875,3.75,1.875,2.25,-5,4,6,3,4,history
1.0,2.25,2.625,3.5,3.375,1.875,4,-2,6,1,2,psychology
2.5,1.875,2.375,2.75,3.875,3.375,0,1,3,4,1,accounting
2.375,1.25,3.875,2.125,2.125,4.25,-6,3,6,2,2,english
1.875,3.0,4.25,4.125,1.25,1.125,-3,6,0,0,5,geography
1.25,3.5,2.125,3.375,1.75,1.875,3,4,0,-2,0,psychology
1.375,1.75,3.25,4.0,1.75,3.0,2,2,4,-1,4,international relations
1.125,3.875,2.5,3.875,1.75,1.375,1,3,4,1,0,neuroscience
2.0,3.5,2.125,3.25,3.0,3.125,1,3,3,-1,0,nursing
1.75,2.75,1.75,3.875,1.75,1.5,-3,2,5,1,2,social work
3.125,2.625,2.5,3.375,2.75,3.375,-1,2,6,2,6,mechatronics engineering
1.875,2.125,1.0,4.25,1.0,2.125,2,2,5,1,5,social work
1.25,3.0,1.875,1.25,1.0,1.125,-4,0,1,-1,5,civil engineering
2.25,2.625,4.25,4.25,3.375,3.125,5,1,3,1,5,business administration
3.5,3.375,2.125,4.25,3.875,3.125,-2,3,4,3,1,values education
1.75,2.75,1.625,3.125,2.75,3.25,-4,0,3,-3,0,business management
2.625,3.25,1.75,3.875,3.0,3.25,0,2,3,2,1,biology
1.0,2.75,1.5,4.25,2.625,1.25,3,1,4,2,1,nursing
2.75,2.625,3.125,4.625,2.375,3.125,2,2,6,6,4,computer information systems
4.5,4.875,2.625,3.625,3.0,3.25,3,1,2,-1,4,business administration
2.25,4.5,4.5,4.0,3.875,3.375,-1,5,1,2,3,multimedia
1.25,1.375,1.0,4.0,3.625,2.875,-1,3,2,2,2,psychology
1.625,3.625,3.625,3.875,1.5,1.0,0,4,-1,1,3,history
2.25,2.5,2.75,2.375,1.125,2.25,-2,-2,5,-1,4,psychology
1.0,2.375,1.25,3.25,4.125,2.375,3,1,5,2,0,business
3.125,2.625,3.75,4.125,2.125,3.75,-2,6,5,0,2,computer science
3.125,2.0,2.5,2.375,2.0,3.25,-3,6,5,2,-4,computing
1.5,1.5,4.0,4.125,2.125,1.0,5,2,5,5,6,criminology
3.375,4.625,3.875,2.25,2.0,3.375,-6,-1,-1,0,6,arts
2.75,3.5,2.5,3.5,4.75,3.25,-2,2,4,-2,4,civil engineering
3.625,3.375,3.625,4.25,4.125,3.75,0,2,0,0,2,science
1.625,2.625,3.0,4.5,2.625,2.375,0,4,3,3,2,physics
2.875,3.25,3.5,5.0,3.0,3.875,1,-2,1,-1,3,values education
2.5,4.25,3.0,1.625,1.375,2.625,-1,4,6,2,3,chemistry
1.25,2.25,4.0,4.0,2.625,1.5,2,1,0,2,5,nursing
4.125,4.75,4.625,5.0,3.625,2.875,5,-6,0,0,6,mechanical engineering
2.125,4.0,2.625,2.5,3.75,4.0,-2,1,5,2,-1,dentistry
1.625,2.0,3.125,3.875,4.0,1.5,6,4,3,4,1,behavioral science
1.625,4.625,3.25,4.625,2.875,2.375,1,2,-1,1,0,pharmacy
2.5,1.25,3.125,3.875,3.75,3.5,-1,4,2,6,6,psychology
1.5,3.75,4.0,4.25,2.875,1.875,-3,4,2,1,5,values education
1.0,1.875,3.875,3.125,3.875,2.25,0,-2,3,3,5,business
3.875,2.25,2.125,4.75,2.375,4.25,1,6,4,-1,1,it engineering
1.125,3.25,3.625,4.0,2.75,1.625,-4,1,0,-2,-3,english
1.875,2.5,3.625,3.875,4.25,4.375,2,5,2,4,5,civil engineering
2.375,2.875,3.875,3.0,2.625,2.125,-3,2,5,3,5,photography
1.0,1.125,3.125,4.25,3.25,3.5,1,-2,6,5,4,health services management
3.5,2.5,4.375,3.625,3.5,3.75,-5,-5,4,-3,3,film
3.625,2.0,1.75,4.125,2.125,4.0,4,5,3,-1,2,it engineering
2.75,3.125,4.25,3.875,3.375,3.125,-6,1,0,2,4,art english
2.125,2.375,4.625,3.875,3.125,3.125,2,5,-2,-3,4,bba
1.25,2.25,2.25,2.5,1.5,2.125,3,0,0,3,0,finance and banking
3.5,3.125,2.75,4.375,3.125,2.25,3,-1,-6,-2,0,english
1.875,3.875,4.125,4.375,2.625,1.875,-2,1,6,6,4,psychology
1.0,1.0,3.375,2.625,3.25,2.25,-5,5,-2,-3,4,english literature
2.25,3.125,3.5,3.75,2.875,3.0,2,3,0,0,-1,psychology
1.25,4.5,2.75,3.5,1.875,2.875,-2,6,1,0,3,nursing
3.0,4.125,4.625,3.0,1.25,1.75,-6,0,-3,-4,5,it
2.375,3.5,2.625,3.0,1.75,1.625,3,4,4,0,6,medicine
2.75,2.0,2.25,3.25,1.25,2.0,2,4,2,1,2,electronic engineering
1.625,3.5,3.875,3.875,2.0,2.25,0,4,2,4,6,english
1.625,2.625,1.25,3.0,2.625,3.0,4,-2,6,-1,2,business
1.0,3.75,5.0,4.625,1.5,1.5,3,0,6,0,5,psychology
1.125,3.625,2.0,1.75,1.375,2.75,-5,-1,6,-3,1,biology
1.0,3.0,4.125,3.5,1.75,1.25,-5,6,5,4,5,linguistics
1.375,4.25,4.5,3.375,1.75,2.625,-3,-1,5,-1,6,art
3.25,2.625,3.125,1.625,2.75,1.5,1,5,6,5,2,finance
1.125,2.0,3.125,4.625,1.875,3.75,0,3,4,2,2,history
1.25,3.125,1.75,4.125,1.375,1.5,-1,2,6,1,6,psychology
1.25,4.75,1.875,3.375,2.125,1.375,3,3,5,-3,5,psychology
2.0,1.75,2.125,2.25,2.375,2.5,5,-1,4,2,0,finance
2.375,3.125,4.375,4.875,3.25,2.75,-5,2,3,1,6,values education
2.0,2.5,3.5,2.5,1.75,1.375,3,4,6,5,5,communication
1.25,1.25,2.125,3.875,1.5,1.75,1,1,4,6,6,psychology and spanish
2.0,2.75,3.625,2.875,3.25,1.5,2,-1,5,3,6,communications
1.5,1.375,1.625,1.375,1.5,1.375,-6,-4,6,0,0,hospitality
1.375,1.125,2.625,2.875,3.875,3.625,6,5,0,4,3,accounting
1.5,2.75,3.0,3.25,1.875,2.0,-4,1,3,5,5,social work
1.125,1.25,2.25,4.5,3.25,1.5,2,2,3,2,3,teacher
2.125,1.375,2.125,2.625,3.0,2.0,4,2,1,2,3,commerce
2.75,3.0,3.75,4.25,4.25,3.125,6,1,4,5,4,commerce
2.75,3.75,3.75,3.5,3.0,2.75,-2,4,-1,2,0,computing science
2.5,2.875,4.375,2.0,1.625,1.125,-3,-2,-6,5,6,arts
1.5,2.875,1.375,1.0,1.0,2.625,-6,6,6,6,0,engineering
3.25,2.875,2.625,3.25,2.875,4.25,0,1,4,2,2,marketing
3.125,2.5,2.25,3.5,1.5,1.125,-1,1,2,-3,4,law
1.25,1.375,4.375,4.5,2.5,1.5,-2,4,2,3,2,tesl
1.375,1.0,2.375,2.875,1.25,1.25,-3,2,1,2,4,liberal studies
3.125,4.0,4.0,3.625,3.375,3.375,5,-1,-3,4,4,business
3.0,2.625,3.25,4.375,3.75,3.625,6,3,6,-1,1,civil engineering
1.75,2.625,3.625,2.5,2.25,1.875,-2,1,3,2,1,psychology
2.25,3.375,4.75,3.375,2.125,1.5,4,1,1,5,6,media and communications
1.0,1.375,2.25,1.875,1.5,1.0,-5,-3,-1,-1,4,dental assisting
1.75,4.75,3.625,2.5,2.0,2.375,-4,6,6,4,1,spanish linguistics
3.5,2.625,1.875,2.875,4.0,2.875,0,-1,5,2,1,business
1.0,1.5,1.375,2.875,1.0,1.0,-2,6,6,6,1,psychology
3.375,4.25,3.125,3.125,1.75,2.125,-3,0,-2,6,5,values education
1.625,4.0,3.375,1.875,1.75,1.375,-4,0,0,-1,5,english
2.625,4.375,3.375,2.875,3.25,1.75,3,3,-4,-1,5,cybernetics
2.125,2.0,1.5,1.75,3.5,3.5,-1,4,-2,5,2,digital art
2.0,2.25,2.875,4.625,2.5,1.625,6,-6,-1,-2,2,psychology
1.625,3.0,3.125,3.875,3.5,2.25,-2,4,-2,1,1,medic
1.375,1.5,2.25,3.375,1.5,3.625,0,3,5,3,-1,arts
3.125,1.625,3.125,3.625,3.5,3.375,4,-1,0,0,1,business management
3.75,3.625,3.375,2.625,2.625,2.5,0,5,1,-1,6,engineering
1.875,3.375,3.0,3.375,2.25,3.125,5,1,-1,0,5,electronic engineering
1.5,4.0,4.25,3.625,2.0,1.0,4,2,-5,-6,6,art
2.125,3.625,2.375,3.625,2.75,3.0,2,2,5,1,3,electrical engineering
4.75,4.75,3.5,4.25,3.875,1.75,1,5,2,3,2,mechanical engineering
1.25,3.25,2.25,4.0,2.5,2.25,-2,5,0,3,0,psychology
3.75,4.0,3.375,2.375,3.0,3.25,2,5,2,-2,5,engineering
1.0,2.375,2.5,3.5,2.75,1.625,-2,0,2,6,2,psychology
1.375,1.125,1.75,1.75,3.375,1.875,2,-2,4,-2,1,human resource management
1.25,2.25,1.0,4.25,4.5,1.25,3,1,1,-1,6,english
2.625,1.5,3.75,3.125,3.625,3.0,0,-1,0,2,2,architecture
1.0,1.75,5.0,3.0,2.75,2.75,-3,-1,3,-1,4,accounting
1.875,4.125,3.25,4.0,3.125,2.25,0,0,0,0,1,architecture
2.375,2.125,1.375,2.875,2.75,4.125,2,-1,5,3,0,psychology
1.375,1.0,2.5,4.75,3.0,4.0,5,2,6,-1,-1,human resource
1.625,2.0,3.25,2.75,2.125,3.875,4,2,2,-2,1,accounting
2.625,2.5,2.75,2.75,2.625,3.5,-1,2,0,0,2,mathematics
1.875,1.0,2.875,3.375,4.125,4.125,-1,3,1,0,-1,accounting
1.875,3.875,4.75,3.0,1.25,2.75,-2,4,4,0,4,psychology
1.5,1.875,3.75,4.75,2.875,1.5,2,6,3,0,3,psychology
2.75,2.125,3.5,2.5,2.5,4.5,-3,5,4,5,2,business
2.0,2.0,2.0,4.5,3.25,3.25,1,3,-1,-2,0,business adminstration
2.875,3.375,2.875,3.5,2.25,2.75,-3,5,0,-3,1,psychology
3.375,3.0,2.25,3.375,2.875,4.125,-1,2,4,1,0,accounting
3.5,4.0,3.125,4.0,2.0,3.0,-1,4,1,4,6,psychology
2.25,3.75,2.25,3.5,2.5,2.125,0,0,0,0,0,kinesiology
3.125,2.875,3.0,2.5,1.5,1.75,-2,2,2,0,2,engineering
1.25,3.25,2.0,3.375,2.125,1.875,1,2,4,3,4,psychology
1.0,2.875,2.75,3.625,1.25,1.25,4,5,2,1,4,counseling
1.75,2.5,3.125,4.5,2.75,1.625,2,1,4,0,2,paychology
1.375,2.25,1.25,1.0,1.75,1.25,-4,-2,5,2,-4,physiology
1.0,1.0,4.5,1.875,1.875,1.25,-1,4,6,-3,5,drama
1.25,1.625,2.25,2.625,2.375,3.375,-1,3,5,1,2,communications
3.125,4.0,4.0,3.875,2.875,2.0,0,-1,4,5,0,computer science
1.0,1.375,3.125,1.125,1.375,1.0,-6,0,-4,-6,0,accounting
2.125,4.0,3.75,3.625,4.0,2.375,0,3,1,6,5,industrial engineering
2.125,3.25,3.375,3.125,3.0,2.375,0,4,1,0,6,architecture
1.625,2.5,3.625,2.375,3.25,1.875,-4,1,0,-1,1,accounting
3.25,2.375,1.75,2.375,2.375,2.625,-1,0,0,-1,2,mechanical engineering
2.75,4.625,3.375,4.125,3.375,3.0,-4,5,5,-4,4,business management
1.125,1.5,1.5,2.625,1.75,1.125,2,2,6,-3,3,radiology
1.0,2.625,1.875,1.5,1.0,1.75,0,-3,0,-2,2,psychology and criminology
3.0,2.875,4.25,3.5,3.75,2.875,2,2,3,2,2,business
2.25,3.875,2.5,4.375,3.0,2.625,1,4,4,2,6,psychology
1.125,3.25,3.375,3.75,3.75,2.125,0,1,-4,-1,2,business
2.75,3.25,1.625,2.75,2.25,2.375,0,0,2,-1,2,civil engineering
3.25,4.0,4.125,3.75,3.25,3.0,0,2,1,0,2,medic
1.5,3.25,1.5,3.25,1.75,2.75,2,3,6,1,1,psychology
1.875,3.125,4.0,3.625,2.375,1.125,4,4,6,6,3,mechanical engineering
2.875,4.375,3.25,4.25,4.375,3.375,2,3,5,5,5,psychology
2.125,3.0,2.875,1.875,2.875,2.0,2,1,-1,-2,6,culture studies
2.25,2.875,1.5,2.25,1.0,2.375,-1,-1,-2,4,6,philosophy
1.75,1.625,3.5,3.25,3.5,2.5,-1,2,-4,-2,3,accounting
1.625,2.0,3.5,3.125,2.625,2.625,-3,1,3,3,2,civil engineering
1.75,2.625,4.125,4.25,3.75,1.625,5,0,1,2,0,linguistic
2.125,2.125,4.125,2.875,3.0,1.875,-3,2,0,1,0,designing
2.125,1.75,2.625,2.375,1.375,3.375,-2,0,2,6,3,psychology
1.625,3.875,2.75,3.25,3.375,1.5,-1,3,1,4,0,psychology
1.25,4.375,3.5,2.875,2.125,1.0,-1,1,3,-1,0,law
1.25,2.375,2.25,2.5,3.625,2.75,3,2,6,-1,1,business admin
4.5,5.0,4.75,3.625,4.5,4.375,1,-1,-1,1,6,software engineering
1.625,3.625,2.375,4.625,3.25,3.0,0,2,5,2,3,psychology
2.5,4.0,4.0,3.625,2.5,1.625,2,0,0,5,5,physics
1.125,3.125,3.0,3.875,1.375,1.25,4,4,4,3,4,psychology
1.5,2.125,2.875,3.5,3.25,1.25,3,1,-4,-3,3,marketing communications
1.0,3.0,3.5,2.75,2.5,3.375,-2,0,0,-1,1,political science
2.25,1.375,4.25,3.5,2.125,2.0,1,-2,4,0,4,culinary arts
2.5,2.0,1.25,3.5,3.25,3.125,-1,4,6,1,3,mba
1.0,3.125,3.625,2.125,1.25,1.0,0,1,2,3,5,mortuary science
2.0,1.5,1.625,2.0,1.125,1.125,2,0,2,0,2,english
1.0,3.5,1.875,4.375,1.5,1.0,1,1,6,2,4,counseling
1.625,3.125,1.625,3.5,3.125,2.0,0,2,2,2,-1,psychology
1.625,1.375,2.375,4.375,2.375,4.0,6,6,4,6,2,christian counseling
2.75,4.125,3.625,5.0,3.0,3.0,-3,6,6,6,4,english
2.25,4.25,2.0,3.125,2.25,2.75,4,6,6,5,6,medical science
1.5,4.25,4.25,4.625,2.375,2.625,1,6,6,6,5,biologychemistry
1.875,4.0,5.0,4.875,2.25,1.125,5,5,5,5,6,nursing
1.0,4.625,2.125,2.75,1.375,2.25,-5,6,1,0,2,biology
2.625,3.75,4.0,5.0,2.875,1.875,0,5,5,1,5,psychology
2.25,1.875,3.875,3.875,3.125,3.375,-1,2,4,0,4,criminal justice
1.0,3.75,1.0,4.0,2.0,1.5,-3,0,6,0,3,surgical tech
1.375,4.5,3.75,4.0,2.75,2.5,1,4,6,5,1,biology
1.5,4.375,3.0,4.375,2.5,1.625,1,2,6,2,5,biology
3.375,3.75,1.75,4.625,2.25,2.875,1,0,6,4,-1,ota
1.5,4.75,4.375,3.75,3.0,2.0,2,6,0,5,6,psychology
3.375,3.875,1.625,4.125,4.0,3.5,3,5,-1,-1,4,psychology
1.0,1.0,2.0,1.625,1.75,1.0,2,5,3,4,5,english
2.625,3.125,1.625,4.625,1.75,3.25,1,6,4,1,6,electrical engineering
3.375,4.375,3.375,2.25,1.125,1.0,-5,-3,-2,5,6,computer science
1.75,2.25,4.0,3.5,2.5,2.0,1,2,0,2,4,music
1.125,2.25,2.375,3.5,2.625,2.0,-3,2,4,1,3,organizational leadership
3.625,3.125,2.375,4.75,2.5,2.875,0,0,5,4,3,psychology
2.75,4.125,4.0,2.5,2.125,2.625,-5,1,2,6,2,business
3.25,2.25,2.0,3.375,2.625,3.125,1,4,4,4,3,foresnic science
5.0,1.25,2.25,1.5,2.5,4.25,2,-6,3,-3,-1,electrical engineer
1.625,2.75,4.25,4.0,2.75,1.625,2,5,2,-2,4,behavioural science
3.0,2.875,2.125,4.25,1.875,3.625,-2,0,0,-2,1,computer engineer
1.25,1.25,1.5,4.25,2.375,1.75,-1,2,2,-1,3,psychology
1.75,1.0,1.75,3.625,1.875,3.375,-1,-1,3,-1,2,psychology
1.125,1.875,3.75,4.375,2.125,1.375,-1,5,4,-4,3,english
3.75,3.375,2.5,2.125,3.0,3.0,-2,0,1,3,4,arts
1.5,1.375,2.125,3.5,3.75,2.5,1,2,6,1,5,elementary education
1.125,3.25,3.75,4.375,1.375,1.375,-3,5,5,2,6,psychology
1.0,1.875,1.125,3.75,1.5,1.25,1,0,6,-2,2,nursing
2.125,1.875,3.375,4.25,4.625,3.5,3,2,-5,2,6,civil engineering
3.125,4.0,2.625,3.625,2.75,3.625,0,1,5,2,-1,medicine
1.375,4.375,4.25,2.875,2.25,1.5,-4,2,-2,5,5,screenwriting
1.875,3.875,3.375,4.25,1.375,1.375,0,6,5,5,2,psychology
1.5,1.375,4.375,4.0,2.125,3.625,-1,3,5,1,6,business management
3.375,2.75,1.75,2.625,2.75,2.25,-5,-1,4,0,3,criminal justice
2.875,3.0,1.25,3.75,2.875,3.875,2,1,2,0,2,psychology
2.75,1.625,1.625,3.375,2.5,3.25,5,0,5,1,-1,healthcare
1.375,1.75,1.375,3.375,2.375,2.25,1,1,1,1,1,accountant
2.0,3.125,1.875,3.875,1.625,2.625,0,0,7,-5,0,pharmacy
1.875,3.125,2.125,4.125,2.625,2.375,1,6,5,5,-3,speech pathology
1.625,2.25,4.75,3.5,2.5,1.125,5,5,2,4,5,engineering
2.75,3.875,2.125,3.0,2.25,4.375,0,3,4,2,1,accounting
1.0,2.875,2.75,3.125,2.375,4.25,-5,0,1,6,4,biochemistry
